segment,day,period,sample_size,travel_time,speed
lamar_5th$lamar_6th,3,pm_peak,534,20.17041199,21.90449438
lamar_5th$lamar_6th,4,am_off,298,32.77181208,17.23154362
lamar_5th$lamar_6th,4,am_peak,410,23.35853659,21.18536585
lamar_5th$lamar_6th,4,mid-day,611,23.67757774,19.6202946
lamar_5th$lamar_6th,4,pm_off,252,25.67063492,19.73412698
lamar_5th$lamar_6th,4,pm_peak,360,20.80277778,21.63611111
lamar_5th$lamar_6th,5,am_off,161,34.08695652,15.77018634
lamar_5th$lamar_6th,5,am_peak,180,33.28333333,16.83333333
lamar_5th$lamar_6th,5,mid-day,574,26.13240418,18.5174216
lamar_5th$lamar_6th,5,pm_off,271,26.29520295,18.4797048
lamar_5th$lamar_6th,5,pm_peak,337,27.91394659,17.51928783
lamar_5th$lamar_6th,6,am_off,314,31.72611465,16.39808917
lamar_5th$lamar_6th,6,am_peak,272,32.28676471,17.03308824
lamar_5th$lamar_6th,6,mid-day,778,28.70437018,18.11053985
lamar_5th$lamar_6th,6,pm_off,337,28.89020772,19.00296736
lamar_5th$lamar_6th,6,pm_peak,438,24.33105023,21.02739726
lamar_6th$lamar_12th,0,am_off,87,42.08045977,35.33333333
lamar_6th$lamar_12th,0,am_peak,496,59.07258065,26.62701613
lamar_6th$lamar_12th,0,mid-day,906,66.0419426,23.86203091
lamar_6th$lamar_12th,0,pm_off,285,45.86666667,32.72280702
lamar_6th$lamar_12th,0,pm_peak,701,70.90870185,22.81740371
lamar_6th$lamar_12th,1,am_off,72,41.81944444,35.75
lamar_6th$lamar_12th,1,am_peak,608,56.94407895,27.27467105
lamar_6th$lamar_12th,1,mid-day,1025,69.14146341,22.95512195
lamar_6th$lamar_12th,1,pm_off,365,50.10958904,30.87123288
lamar_6th$lamar_12th,1,pm_peak,740,102.7310811,19.12432432
lamar_6th$lamar_12th,2,am_off,54,45.37037037,33.94444444
lamar_6th$lamar_12th,2,am_peak,492,55.42276423,28.2601626
lamar_6th$lamar_12th,2,mid-day,844,70.70734597,22.49407583
lamar_6th$lamar_12th,2,pm_off,310,46.82258065,32.19354839
lamar_6th$lamar_12th,2,pm_peak,631,79.21236133,20.66719493
lamar_6th$lamar_12th,3,am_off,67,47.49253731,32.67164179
lamar_6th$lamar_12th,3,am_peak,496,58.52822581,26.70564516
lamar_6th$lamar_12th,3,mid-day,723,68.61964039,22.89211618
lamar_6th$lamar_12th,3,pm_off,303,48.51155116,31.23432343
lamar_6th$lamar_12th,3,pm_peak,652,76.13343558,21.26226994
lamar_6th$lamar_12th,4,am_off,72,47.31944444,33.45833333
lamar_6th$lamar_12th,4,am_peak,418,56.95215311,27.784689
lamar_6th$lamar_12th,4,mid-day,924,78.41774892,20.52272727
lamar_6th$lamar_12th,4,pm_off,344,52.36918605,29.61627907
lamar_6th$lamar_12th,4,pm_peak,605,78.95702479,21.45619835
lamar_6th$lamar_12th,5,am_off,145,44.71724138,34.36551724
lamar_6th$lamar_12th,5,am_peak,153,43.84313725,34.03267974
lamar_6th$lamar_12th,5,mid-day,729,67.46364883,23.19615912
lamar_6th$lamar_12th,5,pm_off,346,48.86705202,31.08959538
lamar_6th$lamar_12th,5,pm_peak,437,59.77116705,26.04576659
lamar_6th$lamar_12th,6,am_off,167,46.32934132,32.62275449
lamar_6th$lamar_12th,6,am_peak,104,43.95192308,34.16346154
lamar_6th$lamar_12th,6,mid-day,749,59.38985314,26.15620828
lamar_6th$lamar_12th,6,pm_off,333,48.30930931,31.52852853
lamar_6th$lamar_12th,6,pm_peak,533,55.67917448,27.68105066
lamar_airport$lamar_morrow,0,am_off,89,51.76404494,35.56179775
lamar_airport$lamar_morrow,0,am_peak,329,63.82066869,30.55015198
lamar_airport$lamar_morrow,0,mid-day,980,77.05714286,25.40918367
lamar_airport$lamar_morrow,0,pm_off,299,53.29431438,34.49498328
lamar_airport$lamar_morrow,0,pm_peak,703,77.16358464,26.02560455
lamar_airport$lamar_morrow,1,am_off,86,52.74418605,34.94186047
lamar_airport$lamar_morrow,1,am_peak,408,68.46568627,28.51470588
lamar_airport$lamar_morrow,1,mid-day,1092,82.28754579,23.93956044
lamar_airport$lamar_morrow,1,pm_off,329,55.05167173,33.63525836
lamar_airport$lamar_morrow,1,pm_peak,798,84.3245614,23.75814536
lamar_airport$lamar_morrow,2,am_off,69,51.69565217,35.13043478
lamar_airport$lamar_morrow,2,am_peak,312,66.74358974,29.23397436
lamar_airport$lamar_morrow,2,mid-day,863,80.03707995,24.55040556
lamar_airport$lamar_morrow,2,pm_off,285,56.36842105,32.90175439
lamar_airport$lamar_morrow,2,pm_peak,657,82.69254186,24.02891933
lamar_airport$lamar_morrow,3,am_off,99,51.44444444,35.73737374
lamar_airport$lamar_morrow,3,am_peak,322,69.89130435,28.16770186
lamar_airport$lamar_morrow,3,mid-day,890,82.45730337,23.69775281
lamar_airport$lamar_morrow,3,pm_off,299,56.73244147,32.83946488
lamar_airport$lamar_morrow,3,pm_peak,696,78.3433908,25.43390805
lamar_airport$lamar_morrow,4,am_off,91,51.82417582,35.04395604
lamar_airport$lamar_morrow,4,am_peak,305,67.56393443,28.6
lamar_airport$lamar_morrow,4,mid-day,944,84.63559322,23.28389831
lamar_airport$lamar_morrow,4,pm_off,325,57.43384615,32.14769231
lamar_airport$lamar_morrow,4,pm_peak,607,79.12685338,25.30971993
lamar_airport$lamar_morrow,5,am_off,113,53.34513274,34.46902655
lamar_airport$lamar_morrow,5,am_peak,155,51.47741935,36.08387097
lamar_airport$lamar_morrow,5,mid-day,734,69.79836512,27.6866485
lamar_airport$lamar_morrow,5,pm_off,258,58.39147287,31.79069767
lamar_airport$lamar_morrow,5,pm_peak,406,63.18965517,30.02955665
lamar_airport$lamar_morrow,6,am_off,160,51.78125,35.4875
lamar_airport$lamar_morrow,6,am_peak,99,48.46464646,37.66666667
lamar_airport$lamar_morrow,6,mid-day,654,59.70183486,31.52905199
lamar_airport$lamar_morrow,6,pm_off,249,53.47389558,34.19678715
lamar_airport$lamar_morrow,6,pm_peak,431,54.63805104,34.10208817
lamar_airport$lamar_rundberg,0,am_off,28,314.5,36.35714286
lamar_airport$lamar_rundberg,0,am_peak,72,231.2777778,35.84722222
lamar_airport$lamar_rundberg,0,mid-day,246,287.402439,30.99186992
lamar_airport$lamar_rundberg,0,pm_off,89,249.1460674,36.78651685
lamar_airport$lamar_rundberg,0,pm_peak,163,314.6809816,27.91411043
lamar_airport$lamar_rundberg,1,am_off,9,269.2222222,35.44444444
lamar_airport$lamar_rundberg,1,am_peak,86,299.5697674,32.5
lamar_airport$lamar_rundberg,1,mid-day,322,314.363354,29.60869565
lamar_airport$lamar_rundberg,1,pm_off,115,286.4695652,34.44347826
lamar_airport$lamar_rundberg,1,pm_peak,252,333.5119048,26.43253968
lamar_airport$lamar_rundberg,2,am_off,25,221.92,39.48
lamar_airport$lamar_rundberg,2,am_peak,80,280.4375,34.6375
lamar_airport$lamar_rundberg,2,mid-day,260,290.0615385,31.08846154
lamar_airport$lamar_rundberg,2,pm_off,105,267.4571429,34.8
lamar_airport$lamar_rundberg,2,pm_peak,194,302.1804124,28.45876289
lamar_airport$lamar_rundberg,3,am_off,25,256.16,38.64
lamar_airport$lamar_rundberg,3,am_peak,80,334.075,31.8625
lamar_airport$lamar_rundberg,3,mid-day,276,284.5326087,30.84782609
lamar_airport$lamar_rundberg,3,pm_off,98,247.9081633,35.97959184
lamar_airport$lamar_rundberg,3,pm_peak,211,300.2227488,28.92890995
lamar_airport$lamar_rundberg,4,am_off,25,245.6,36.72
lamar_airport$lamar_rundberg,4,am_peak,62,285.4032258,32.83870968
lamar_airport$lamar_rundberg,4,mid-day,273,292.1904762,29.79120879
lamar_airport$lamar_rundberg,4,pm_off,73,250.0684932,34
lamar_airport$lamar_rundberg,4,pm_peak,152,351.2763158,24.86842105
lamar_airport$lamar_rundberg,5,am_off,20,221.95,39.4
lamar_airport$lamar_rundberg,5,am_peak,24,276.0416667,35.25
lamar_airport$lamar_rundberg,5,mid-day,148,301.0135135,29.78378378
lamar_airport$lamar_rundberg,5,pm_off,52,245.1923077,35.11538462
lamar_airport$lamar_rundberg,5,pm_peak,91,254.8791209,33.72527473
lamar_airport$lamar_rundberg,6,am_off,36,202.5555556,40.11111111
lamar_airport$lamar_rundberg,6,am_peak,19,277.8947368,37.05263158
lamar_airport$lamar_rundberg,6,mid-day,155,255.1548387,33.67096774
lamar_airport$lamar_rundberg,6,pm_off,82,278.7804878,36.17073171
lamar_airport$lamar_rundberg,6,pm_peak,90,267.9,35.12222222
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,0,am_off,35,243.4,32.82857143
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,0,am_peak,391,396.4501279,22.26342711
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,0,mid-day,494,285.0506073,26.45546559
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,0,pm_off,99,247.6969697,29.09090909
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,0,pm_peak,279,270.297491,26.99641577
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,1,am_off,37,224.1621622,36.21621622
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,1,am_peak,394,547.464467,18.72081218
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,1,mid-day,442,290.8348416,25.50904977
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,1,pm_off,116,243.3017241,29.54310345
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,1,pm_peak,279,303.0107527,24.41935484
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,2,am_off,14,251.9285714,32.14285714
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,2,am_peak,367,451.7111717,20.04359673
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,2,mid-day,425,287.3905882,25.59529412
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,2,pm_off,120,242.0166667,29.03333333
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,2,pm_peak,280,280.7964286,25.2
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,3,am_off,29,196.2068966,36.44827586
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,3,am_peak,376,448.1382979,20.06382979
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,3,mid-day,402,331.5248756,23.4278607
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,3,pm_off,139,258.0935252,27.55395683
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,3,pm_peak,268,283.6529851,25.12313433
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,4,am_off,35,246.5714286,32
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,4,am_peak,324,278.5308642,26.72530864
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,4,mid-day,486,331.2860082,22.47325103
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,4,pm_off,154,272.5519481,26.64935065
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,4,pm_peak,265,296.8716981,24.0490566
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,5,am_off,48,227.1875,31.52083333
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,5,am_peak,124,268.5806452,29.66129032
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,5,mid-day,394,391.3172589,19.72335025
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,5,pm_off,155,237.9419355,29.23225806
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,5,pm_peak,236,275.4576271,25.82627119
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,6,am_off,80,217.3875,34.0625
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,6,am_peak,103,231.7961165,31.7184466
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,6,mid-day,401,280.9077307,25.42144638
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,6,pm_off,122,236.0245902,30.03278689
Lamar_and_Manchca_Barton_skyway$lamar_barton_springs,6,pm_peak,276,244.1050725,28.67753623
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,0,am_off,86,37.46511628,32.65116279
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,0,am_peak,898,48.80623608,25.9688196
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,0,mid-day,1413,46.00849257,27.97947629
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,0,pm_off,365,37.58630137,30.79726027
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,0,pm_peak,949,42,28.53424658
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,1,am_off,84,35.22619048,32.86904762
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,1,am_peak,1114,58.60502693,23.61400359
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,1,mid-day,1535,48.7257329,27.30228013
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,1,pm_off,413,36.94915254,31.3220339
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,1,pm_peak,1013,44.970385,26.8094768
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,2,am_off,66,36.15151515,32.12121212
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,2,am_peak,894,51.96308725,24.85794183
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,2,mid-day,1175,40.72170213,29.10978723
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,2,pm_off,345,38.11304348,30.46956522
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,2,pm_peak,813,46.91143911,25.83763838
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,3,am_off,64,36.078125,32.203125
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,3,am_peak,851,58.76615746,22.87779083
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,3,mid-day,1135,70.04140969,23.94625551
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,3,pm_off,365,39.47945205,29.63013699
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,3,pm_peak,869,51.75258918,25.04027618
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,4,am_off,92,34.23913043,33.80434783
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,4,am_peak,772,44.77331606,27.30958549
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,4,mid-day,1365,44.3978022,27.38681319
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,4,pm_off,462,39.91558442,29.3961039
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,4,pm_peak,833,48.93277311,24.81152461
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,5,am_off,111,35.04504505,32.86486486
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,5,am_peak,304,35.77960526,32.22697368
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,5,mid-day,1137,56.77924362,24.24186456
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,5,pm_off,440,38.51818182,30.04318182
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,5,pm_peak,683,40.5636896,28.98389458
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,6,am_off,158,35.38607595,32.79746835
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,6,am_peak,223,36.01793722,31.70852018
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,6,mid-day,1244,40.66961415,28.84083601
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,6,pm_off,358,36.66201117,31.33519553
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,6,pm_peak,776,38.41752577,30.24871134
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,0,am_off,68,80.44117647,36.13235294
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,0,am_peak,668,121.4311377,26.02844311
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,0,mid-day,992,108.6179435,27.59979839
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,0,pm_off,277,94.22743682,30.32851986
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,0,pm_peak,653,107.6156202,26.80398162
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,1,am_off,70,83.15714286,35.27142857
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,1,am_peak,797,146.6787955,23.56336261
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,1,mid-day,986,113.7789047,26.30628803
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,1,pm_off,295,92.90169492,30.57288136
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,1,pm_peak,693,115.2193362,24.94949495
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,2,am_off,54,90.03703704,32.98148148
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,2,am_peak,650,128.0184615,24.65384615
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,2,mid-day,797,108.3425345,27.02885822
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,2,pm_off,228,97.04824561,29.43859649
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,2,pm_peak,552,116.6032609,24.61594203
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,3,am_off,39,85.35897436,35.20512821
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,3,am_peak,627,138.5295056,23.3030303
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,3,mid-day,733,146.6712142,24.420191
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,3,pm_off,249,101.7429719,28.5060241
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,3,pm_peak,568,125.1126761,23.59507042
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,4,am_off,55,81.92727273,34.65454545
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,4,am_peak,538,104.6171004,28.38475836
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,4,mid-day,920,113.576087,25.99021739
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,4,pm_off,324,101.4845679,28.00308642
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,4,pm_peak,526,123.4144487,23.67110266
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,5,am_off,85,85.78823529,33.4
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,5,am_peak,210,90.35238095,32.17142857
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,5,mid-day,767,135.2803129,23.15384615
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,5,pm_off,301,99.58471761,28.59136213
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,5,pm_peak,491,104.2953157,27.80855397
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,6,am_off,127,85.03937008,34.23622047
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,6,am_peak,170,85.93529412,33.37647059
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,6,mid-day,862,107.7180974,27.01392111
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,6,pm_off,252,90.73412698,31.42460317
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,6,pm_peak,569,99.34973638,28.98418278
lamar_barton_springs$lamar_5th,0,am_off,36,80.19444444,32.02777778
lamar_barton_springs$lamar_5th,0,am_peak,334,187.1287425,15.79640719
lamar_barton_springs$lamar_5th,0,mid-day,460,123.3586957,22.38043478
lamar_barton_springs$lamar_5th,0,pm_off,143,90.07692308,28.62237762
lamar_barton_springs$lamar_5th,0,pm_peak,288,109.4826389,24.69097222
lamar_barton_springs$lamar_5th,1,am_off,32,84,30.96875
lamar_barton_springs$lamar_5th,1,am_peak,343,206.3148688,15.16034985
lamar_barton_springs$lamar_5th,1,mid-day,490,137.7244898,20.4
lamar_barton_springs$lamar_5th,1,pm_off,189,97.24867725,26.55555556
lamar_barton_springs$lamar_5th,1,pm_peak,272,171.1580882,17.83823529
lamar_barton_springs$lamar_5th,2,am_off,38,78.73684211,32.97368421
lamar_barton_springs$lamar_5th,2,am_peak,322,188.0621118,15.61180124
lamar_barton_springs$lamar_5th,2,mid-day,487,155.8644764,19.3449692
lamar_barton_springs$lamar_5th,2,pm_off,197,95.7715736,27.23857868
lamar_barton_springs$lamar_5th,2,pm_peak,297,155.3905724,18.88215488
lamar_barton_springs$lamar_5th,3,am_off,39,83.35897436,30.94871795
lamar_barton_springs$lamar_5th,3,am_peak,327,199.559633,14.58409786
lamar_barton_springs$lamar_5th,3,mid-day,473,127.3171247,21.69978858
lamar_barton_springs$lamar_5th,3,pm_off,222,102.5585586,25.90540541
lamar_barton_springs$lamar_5th,3,pm_peak,276,149.115942,19.72463768
lamar_barton_springs$lamar_5th,4,am_off,47,83.91489362,30.89361702
lamar_barton_springs$lamar_5th,4,am_peak,220,151.4772727,19.01818182
lamar_barton_springs$lamar_5th,4,mid-day,342,195.4269006,16.04093567
lamar_barton_springs$lamar_5th,4,pm_off,153,122.0196078,21.90196078
lamar_barton_springs$lamar_5th,4,pm_peak,207,198.9565217,17.61835749
lamar_barton_springs$lamar_5th,5,am_off,67,90.47761194,28.86567164
lamar_barton_springs$lamar_5th,5,am_peak,76,94.85526316,28.13157895
lamar_barton_springs$lamar_5th,5,mid-day,286,194.4615385,14.74125874
lamar_barton_springs$lamar_5th,5,pm_off,153,104.4640523,25.07189542
lamar_barton_springs$lamar_5th,5,pm_peak,194,144.3092784,20.13402062
lamar_barton_springs$lamar_5th,6,am_off,102,86.90196078,30.10784314
lamar_barton_springs$lamar_5th,6,am_peak,98,91.73469388,28.42857143
lamar_barton_springs$lamar_5th,6,mid-day,367,128.7711172,21.26975477
lamar_barton_springs$lamar_5th,6,pm_off,161,94.49689441,27.41614907
lamar_barton_springs$lamar_5th,6,pm_peak,276,106.3768116,25.39130435
lamar_barton_springs$lamar_riverside,0,am_off,102,30.16666667,34.74509804
lamar_barton_springs$lamar_riverside,0,am_peak,716,55.73882682,23.38407821
lamar_barton_springs$lamar_riverside,0,mid-day,1065,35.59624413,29.23943662
lamar_barton_springs$lamar_riverside,0,pm_off,366,37.63387978,29.13114754
lamar_barton_springs$lamar_riverside,0,pm_peak,683,35.55051245,29.95754026
lamar_barton_springs$lamar_riverside,1,am_off,80,27.875,36.7625
lamar_barton_springs$lamar_riverside,1,am_peak,730,71.71780822,19.66164384
lamar_barton_springs$lamar_riverside,1,mid-day,969,37.35603715,28.57275542
lamar_barton_springs$lamar_riverside,1,pm_off,339,36.92625369,28.89380531
lamar_barton_springs$lamar_riverside,1,pm_peak,547,55.68555759,25.82815356
lamar_barton_springs$lamar_riverside,2,am_off,69,30.28985507,35.13043478
lamar_barton_springs$lamar_riverside,2,am_peak,699,64.51359084,20.61230329
lamar_barton_springs$lamar_riverside,2,mid-day,985,41.58172589,26.88832487
lamar_barton_springs$lamar_riverside,2,pm_off,364,37.74725275,28.48626374
lamar_barton_springs$lamar_riverside,2,pm_peak,586,37.37372014,29.44197952
lamar_barton_springs$lamar_riverside,3,am_off,76,30.82894737,33.43421053
lamar_barton_springs$lamar_riverside,3,am_peak,689,66.04063861,20.1436865
lamar_barton_springs$lamar_riverside,3,mid-day,926,37.63282937,28.05831533
lamar_barton_springs$lamar_riverside,3,pm_off,381,37.92913386,28.90288714
lamar_barton_springs$lamar_riverside,3,pm_peak,568,33.14964789,30.79225352
lamar_barton_springs$lamar_riverside,4,am_off,88,32.19318182,32.63636364
lamar_barton_springs$lamar_riverside,4,am_peak,589,40.29371817,28.56706282
lamar_barton_springs$lamar_riverside,4,mid-day,1042,55.58445298,23.61708253
lamar_barton_springs$lamar_riverside,4,pm_off,431,42.4037123,26.17169374
lamar_barton_springs$lamar_riverside,4,pm_peak,656,53.41463415,25.31402439
lamar_barton_springs$lamar_riverside,5,am_off,156,31.23717949,33.12820513
lamar_barton_springs$lamar_riverside,5,am_peak,241,34.21576763,31.31120332
lamar_barton_springs$lamar_riverside,5,mid-day,934,44.93147752,26.03211991
lamar_barton_springs$lamar_riverside,5,pm_off,398,38.32160804,27.99246231
lamar_barton_springs$lamar_riverside,5,pm_peak,582,38.19243986,27.41924399
lamar_barton_springs$lamar_riverside,6,am_off,208,34.85576923,31.75961538
lamar_barton_springs$lamar_riverside,6,am_peak,243,36.22222222,29.53909465
lamar_barton_springs$lamar_riverside,6,mid-day,985,37.65888325,28.1319797
lamar_barton_springs$lamar_riverside,6,pm_off,388,38.63402062,28.25515464
lamar_barton_springs$lamar_riverside,6,pm_peak,662,35.43202417,29.18731118
Lamar_Blue_Bonnet$lamar_oltorf,0,am_off,73,48.83561644,34.93150685
Lamar_Blue_Bonnet$lamar_oltorf,0,am_peak,726,70.82782369,26.95041322
Lamar_Blue_Bonnet$lamar_oltorf,0,mid-day,1218,61.0180624,28.30295567
Lamar_Blue_Bonnet$lamar_oltorf,0,pm_off,357,54.45378151,31.06442577
Lamar_Blue_Bonnet$lamar_oltorf,0,pm_peak,775,61.79741935,27.85290323
Lamar_Blue_Bonnet$lamar_oltorf,1,am_off,73,45.93150685,36.39726027
Lamar_Blue_Bonnet$lamar_oltorf,1,am_peak,871,85.60160735,24.08036739
Lamar_Blue_Bonnet$lamar_oltorf,1,mid-day,1183,64.18258664,26.84868977
Lamar_Blue_Bonnet$lamar_oltorf,1,pm_off,359,54.64623955,30.73259053
Lamar_Blue_Bonnet$lamar_oltorf,1,pm_peak,834,67.91366906,25.57074341
Lamar_Blue_Bonnet$lamar_oltorf,2,am_off,60,52.8,33.05
Lamar_Blue_Bonnet$lamar_oltorf,2,am_peak,689,73.6850508,25.68795356
Lamar_Blue_Bonnet$lamar_oltorf,2,mid-day,976,65.48770492,26.81864754
Lamar_Blue_Bonnet$lamar_oltorf,2,pm_off,283,56.86572438,29.71024735
Lamar_Blue_Bonnet$lamar_oltorf,2,pm_peak,676,67.15384615,25.95857988
Lamar_Blue_Bonnet$lamar_oltorf,3,am_off,55,47.36363636,35.56363636
Lamar_Blue_Bonnet$lamar_oltorf,3,am_peak,732,81.08060109,24.07923497
Lamar_Blue_Bonnet$lamar_oltorf,3,mid-day,879,78.37428896,24.97155859
Lamar_Blue_Bonnet$lamar_oltorf,3,pm_off,317,58.52681388,29.06940063
Lamar_Blue_Bonnet$lamar_oltorf,3,pm_peak,697,71.88522238,24.47345768
Lamar_Blue_Bonnet$lamar_oltorf,4,am_off,72,49.06944444,34.375
Lamar_Blue_Bonnet$lamar_oltorf,4,am_peak,594,59.88720539,29.4983165
Lamar_Blue_Bonnet$lamar_oltorf,4,mid-day,1115,66.78565022,26.19641256
Lamar_Blue_Bonnet$lamar_oltorf,4,pm_off,397,59.33753149,28.64735516
Lamar_Blue_Bonnet$lamar_oltorf,4,pm_peak,655,72.67938931,24.19236641
Lamar_Blue_Bonnet$lamar_oltorf,5,am_off,116,50.99137931,33.38793103
Lamar_Blue_Bonnet$lamar_oltorf,5,am_peak,217,51.43317972,33.21198157
Lamar_Blue_Bonnet$lamar_oltorf,5,mid-day,927,74.22222222,23.97950378
Lamar_Blue_Bonnet$lamar_oltorf,5,pm_off,405,58.51604938,28.89135802
Lamar_Blue_Bonnet$lamar_oltorf,5,pm_peak,585,64.67521368,26.75042735
Lamar_Blue_Bonnet$lamar_oltorf,6,am_off,152,47.82236842,35.22368421
Lamar_Blue_Bonnet$lamar_oltorf,6,am_peak,204,49.95588235,34.04411765
Lamar_Blue_Bonnet$lamar_oltorf,6,mid-day,1036,65.29150579,26.50772201
